Place,Div,Age,Sex,City,State,Guntime,Nettime,Pace,Delta,Deltadiv,Race Distance,Race Day
1,MOPEN,25,M,Mammoth Lakes,CA,3:50,03:49.3,3:50,Winner,Winner,1 mile,1/1/2019
2,MOPEN,25,M,Manchester,NH,3:52,03:51.4,3:52,0:02,0:02,1 mile,1/1/2019
3,MOPEN,21,M,Loudon,NH,3:52,03:52.0,3:52,0:02,0:02,1 mile,1/1/2019
4,M13-19,17,M,Litchfield,NH,4:06,04:05.5,4:06,0:16,Winner,1 mile,1/1/2019
5,M20-24,20,M,Newmarket,NH,4:14,04:13.2,4:14,0:24,Winner,1 mile,1/1/2019
6,M30-34,32,M,Newton,MA,4:14,04:13.8,4:14,0:24,Winner,1 mile,1/1/2019
7,M40-44,40,M,Norwood,MA,4:15,04:14.7,4:15,0:25,Winner,1 mile,1/1/2019
8,M20-24,23,M,Alton,NH,4:17,04:17.0,4:17,0:27,0:03,1 mile,1/1/2019
9,M20-24,24,M,Kingston,MA,4:20,04:19.1,4:20,0:30,0:06,1 mile,1/1/2019
10,M25-29,29,M,Rochester,NH,4:21,04:20.2,4:21,0:31,Winner,1 mile,1/1/2019
11,M13-19,18,M,Deerfield,NH,4:22,04:21.9,4:22,0:32,0:16,1 mile,1/1/2019
12,M25-29,28,M,Sandown,NH,4:22,04:22.0,4:22,0:32,0:01,1 mile,1/1/2019
13,M30-34,32,M,Old Town,ME,4:23,04:22.6,4:23,0:33,0:09,1 mile,1/1/2019
14,M20-24,23,M,Pelham,NH,4:24,04:23.2,4:24,0:34,0:10,1 mile,1/1/2019
15,M13-19,15,M,Fremont,NH,4:25,04:24.2,4:25,0:35,0:19,1 mile,1/1/2019
16,M13-19,13,M,Northwood,NH,4:26,04:25.5,4:26,0:36,0:20,1 mile,1/1/2019
17,M40-44,44,M,Windham,NH,4:26,04:25.5,4:26,0:36,0:11,1 mile,1/1/2019
18,M20-24,20,M,Nashua,NH,4:27,04:25.8,4:26,0:36,0:12,1 mile,1/1/2019
19,M45-49,47,M,Dover,NH,4:28,04:27.9,4:28,0:38,Winner,1 mile,1/1/2019
20,FOPEN,27,F,Flagstaff,AZ,4:29,04:28.3,4:29,0:39,Winner,1 mile,1/1/2019
21,M30-34,33,M,Manchester,NH,4:31,04:30.3,4:31,0:41,0:17,1 mile,1/1/2019
22,M45-49,45,M,Eliot,ME,4:33,04:32.5,4:33,0:43,0:05,1 mile,1/1/2019
23,M40-44,42,M,Hudson,MA,4:33,04:32.6,4:33,0:43,0:18,1 mile,1/1/2019
24,M50-54,53,M,Milton,MA,4:34,04:33.1,4:34,0:44,Winner,1 mile,1/1/2019
25,M13-19,17,M,Londonderry,NH,4:36,04:33.8,4:34,0:44,0:28,1 mile,1/1/2019
26,M40-44,42,M,Deerfield,NH,4:35,04:33.9,4:34,0:44,0:19,1 mile,1/1/2019
27,M35-39,36,M,Pembroke,NH,4:36,04:35.9,4:36,0:46,Winner,1 mile,1/1/2019
28,M13-19,19,M,Bow,NH,4:39,04:37.4,4:38,0:48,0:32,1 mile,1/1/2019
29,M35-39,36,M,Goffstown,NH,4:40,04:39.1,4:40,0:50,0:04,1 mile,1/1/2019
30,M13-19,18,M,Londonderry,NH,4:41,04:39.5,4:40,0:50,0:34,1 mile,1/1/2019
31,M45-49,46,M,Bedford,NH,4:42,04:40.6,4:41,0:51,0:13,1 mile,1/1/2019
32,M35-39,36,M,Londonderry,NH,4:44,04:40.9,4:41,0:51,0:05,1 mile,1/1/2019
33,M13-19,17,M,Hollis,NH,4:42,04:41.3,4:42,0:52,0:36,1 mile,1/1/2019
34,M25-29,25,M,Beverly,MA,4:42,04:41.8,4:42,0:52,0:21,1 mile,1/1/2019
35,M30-34,32,M,Hempstead,NY,4:44,04:42.9,4:43,0:53,0:29,1 mile,1/1/2019
36,M13-19,18,M,Londonderry,NH,4:45,04:44.3,4:45,0:55,0:39,1 mile,1/1/2019
37,M50-54,54,M,Salem,NH,4:47,04:45.2,4:46,0:56,0:12,1 mile,1/1/2019
38,M20-24,24,M,Dublin,NH,4:46,04:45.7,4:46,0:56,0:32,1 mile,1/1/2019
39,M20-24,22,M,Sharon,MA,4:47,04:46.5,4:47,0:57,0:33,1 mile,1/1/2019
40,M13-19,15,M,Windham,NH,4:47,04:46.6,4:47,0:57,0:41,1 mile,1/1/2019
41,M50-54,53,M,Warwick,RI,4:48,04:47.3,4:48,0:58,0:14,1 mile,1/1/2019
42,M20-24,21,M,Hudson,NH,4:51,04:50.9,4:51,1:01,0:37,1 mile,1/1/2019
43,M40-44,41,M,Manchester,NH,4:53,04:51.6,4:52,1:02,0:37,1 mile,1/1/2019
44,M40-44,44,M,North Andover,MA,4:54,04:52.0,4:52,1:02,0:37,1 mile,1/1/2019
45,M20-24,22,M,Conway,AR,4:53,04:52.5,4:53,1:03,0:39,1 mile,1/1/2019
46,M13-19,19,M,Hampstead,NH,4:53,04:52.8,4:53,1:03,0:47,1 mile,1/1/2019
47,M30-34,33,M,Concord,NH,4:56,04:52.9,4:53,1:03,0:39,1 mile,1/1/2019
48,M13-19,15,M,Londonderry,NH,4:57,04:53.6,4:54,1:04,0:48,1 mile,1/1/2019
49,M30-34,32,M,West Lebanon,NH,4:57,04:55.5,4:56,1:06,0:42,1 mile,1/1/2019
50,FOPEN,29,F,Merrimack,NH,4:56,04:55.5,4:56,1:06,0:27,1 mile,1/1/2019
51,M35-39,39,M,Londonderry,NH,5:00,04:56.4,4:57,1:07,0:21,1 mile,1/1/2019
52,M13-19,14,M,Londonderry,NH,5:00,04:56.9,4:57,1:07,0:51,1 mile,1/1/2019
53,M30-34,32,M,Bedford,NH,4:58,04:57.6,4:58,1:08,0:44,1 mile,1/1/2019
54,M20-24,22,M,Rensselaer,NY,4:59,04:57.6,4:58,1:08,0:44,1 mile,1/1/2019
55,M13-19,15,M,Windham,NH,5:00,04:58.3,4:59,1:09,0:53,1 mile,1/1/2019
56,M40-44,43,M,Auburn,NH,5:00,04:58.7,4:59,1:09,0:44,1 mile,1/1/2019
57,M35-39,38,M,Lynnfield,NH,5:06,04:59.6,5:00,1:10,0:24,1 mile,1/1/2019
58,M20-24,22,M,Hudson,NH,5:03,05:00.9,5:01,1:11,0:47,1 mile,1/1/2019
59,FOPEN,22,F,Chelmsford,MA,5:03,05:01.1,5:02,1:12,0:33,1 mile,1/1/2019
60,M50-54,53,M,Stratham,NH,5:05,05:03.0,5:03,1:13,0:29,1 mile,1/1/2019
61,F13-19,14,F,Webster,NH,5:05,05:03.4,5:04,1:14,Winner,1 mile,1/1/2019
62,F25-29,29,F,Newton,MA,5:04,05:03.9,5:04,1:14,Winner,1 mile,1/1/2019
63,M45-49,47,M,Westford,MA,5:09,05:04.3,5:05,1:15,0:37,1 mile,1/1/2019
64,M30-34,31,M,Henniker,NH,5:05,05:04.7,5:05,1:15,0:51,1 mile,1/1/2019
65,M35-39,39,M,Manchester,NH,5:07,05:05.7,5:06,1:16,0:30,1 mile,1/1/2019
66,M35-39,35,M,Pensacola,FL,5:08,05:07.0,5:07,1:17,0:31,1 mile,1/1/2019
67,M35-39,39,M,Fremont,NH,5:09,05:07.3,5:08,1:18,0:32,1 mile,1/1/2019
68,M40-44,40,M,Deerfield,NH,5:12,05:10.6,5:11,1:21,0:56,1 mile,1/1/2019
69,F30-34,30,F,Hempstead,NY,5:14,05:12.2,5:13,1:23,Winner,1 mile,1/1/2019
70,M13-19,18,M,Brookline,NH,5:20,05:14.0,5:14,1:24,1:08,1 mile,1/1/2019
71,M13-19,16,M,Bedford,NH,5:19,05:15.0,5:15,1:25,1:09,1 mile,1/1/2019
72,M45-49,45,M,Windham,NH,5:18,05:15.9,5:16,1:26,0:48,1 mile,1/1/2019
73,M55-59,56,M,Kingston,MA,5:18,05:16.2,5:17,1:27,Winner,1 mile,1/1/2019
74,M20-24,23,M,Brookline,NH,5:23,05:16.5,5:17,1:27,1:03,1 mile,1/1/2019
75,F20-24,21,F,Kingston,MA,5:18,05:16.5,5:17,1:27,Winner,1 mile,1/1/2019
76,M40-44,42,M,Bedford,NH,5:22,05:17.4,5:18,1:28,1:03,1 mile,1/1/2019
77,M40-44,44,M,Manchester,NH,5:21,05:17.8,5:18,1:28,1:03,1 mile,1/1/2019
78,M25-29,29,M,Concord,NH,5:19,05:18.5,5:19,1:29,0:58,1 mile,1/1/2019
79,M25-29,26,M,Manchester,NH,5:35,05:18.5,5:19,1:29,0:58,1 mile,1/1/2019
80,M25-29,27,M,Enfield,NH,5:22,05:19.7,5:20,1:30,0:59,1 mile,1/1/2019
81,M20-24,20,M,Bedford,NH,5:25,05:20.2,5:21,1:31,1:07,1 mile,1/1/2019
82,F30-34,33,F,Hooksett,NH,5:22,05:21.0,5:21,1:31,0:08,1 mile,1/1/2019
83,F11,11,F,North Andover,MA,5:23,05:21.3,5:22,1:32,Winner,1 mile,1/1/2019
84,M35-39,37,M,Concord,NH,5:27,05:21.5,5:22,1:32,0:46,1 mile,1/1/2019
85,M50-54,52,M,Hudson,NH,5:27,05:21.8,5:22,1:32,0:48,1 mile,1/1/2019
86,F35-39,37,F,Hudson,NH,5:23,05:22.3,5:23,1:33,Winner,1 mile,1/1/2019
87,M55-59,57,M,Manchester,NH,5:25,05:22.5,5:23,1:33,0:06,1 mile,1/1/2019
88,M13-19,16,M,Hinsdale,NH,5:26,05:22.5,5:23,1:33,1:17,1 mile,1/1/2019
89,M12,12,M,Weare,NH,5:25,05:22.6,5:23,1:33,Winner,1 mile,1/1/2019
90,M11,11,M,North Andover,MA,5:24,05:22.8,5:23,1:33,Winner,1 mile,1/1/2019
91,M13-19,14,M,Hollis,NH,5:26,05:22.8,5:23,1:33,1:17,1 mile,1/1/2019
92,M45-49,47,M,Bedford,NH,5:25,05:23.1,5:24,1:34,0:56,1 mile,1/1/2019
93,M20-24,21,M,Bedford,NH,5:24,05:23.5,5:24,1:34,1:10,1 mile,1/1/2019
94,F13-19,16,F,Hinsdale,NH,5:27,05:23.6,5:24,1:34,0:20,1 mile,1/1/2019
95,M25-29,26,M,Watertown,NH,5:24,05:23.8,5:24,1:34,1:03,1 mile,1/1/2019
96,M25-29,25,M,Seattle,WA,5:36,05:25.7,5:26,1:36,1:05,1 mile,1/1/2019
97,M45-49,46,M,Londonderry,NH,5:29,05:26.1,5:27,1:37,0:59,1 mile,1/1/2019
98,M13-19,18,M,Lebanon,ME,5:45,05:27.3,5:28,1:38,1:22,1 mile,1/1/2019
99,M35-39,36,M,Bedford,NH,5:35,05:27.8,5:28,1:38,0:52,1 mile,1/1/2019
100,M13-19,13,M,Deerfield,NH,5:31,05:28.5,5:29,1:39,1:23,1 mile,1/1/2019
101,M25-29,28,M,Brookfield,NH,5:33,05:28.9,5:29,1:39,1:08,1 mile,1/1/2019
102,M40-44,41,M,Manchester,NH,5:33,05:29.0,5:29,1:39,1:14,1 mile,1/1/2019
103,M50-54,53,M,Epsom,NH,5:36,05:29.4,5:30,1:40,0:56,1 mile,1/1/2019
104,M13-19,15,M,Windham,NH,5:32,05:30.1,5:31,1:41,1:25,1 mile,1/1/2019
105,M40-44,41,M,Londonderry,NH,5:35,05:30.2,5:31,1:41,1:16,1 mile,1/1/2019
106,F35-39,37,F,Goffstown,NH,5:33,05:31.8,5:32,1:42,0:09,1 mile,1/1/2019
107,M13-19,19,M,Sandown,NH,5:36,05:32.4,5:33,1:43,1:27,1 mile,1/1/2019
108,M40-44,44,M,Pittsfield,NH,5:36,05:32.4,5:33,1:43,1:18,1 mile,1/1/2019
109,M13-19,14,M,Manchester,NH,5:33,05:32.5,5:33,1:43,1:27,1 mile,1/1/2019
110,M35-39,37,M,Londonderry,NH,5:34,05:33.8,5:34,1:44,0:58,1 mile,1/1/2019
111,M11,11,M,Dunbarton,NH,5:39,05:34.0,5:34,1:44,0:11,1 mile,1/1/2019
112,M9,9,M,Dunbarton,NH,5:40,05:34.3,5:35,1:45,Winner,1 mile,1/1/2019
113,M45-49,45,M,Hooksett,NH,5:46,05:35.5,5:36,1:46,1:08,1 mile,1/1/2019
114,M60-64,60,M,Framingham,MA,5:40,05:35.8,5:36,1:46,Winner,1 mile,1/1/2019
115,M35-39,39,M,Bedford,NH,5:40,05:35.8,5:36,1:46,1:00,1 mile,1/1/2019
116,M35-39,37,M,Manchester,NH,5:46,05:36.4,5:37,1:47,1:01,1 mile,1/1/2019
117,M50-54,54,M,Londonderry,NH,5:39,05:36.8,5:37,1:47,1:03,1 mile,1/1/2019
118,F8,8,F,North Andover,MA,5:41,05:38.8,5:39,1:49,Winner,1 mile,1/1/2019
119,M65-69,65,M,New Boston,NH,5:42,05:38.8,5:39,1:49,Winner,1 mile,1/1/2019
120,M45-49,48,M,Merrimack,NH,5:48,05:42.9,5:43,1:53,1:15,1 mile,1/1/2019
121,M13-19,14,M,Manchester,NH,6:05,05:43.1,5:44,1:54,1:38,1 mile,1/1/2019
122,M45-49,46,M,Brookline,NH,5:49,05:43.2,5:44,1:54,1:16,1 mile,1/1/2019
123,M45-49,47,M,Milford,NH,5:49,05:44.4,5:45,1:55,1:17,1 mile,1/1/2019
124,M13-19,18,M,Hudson,NH,6:02,05:45.0,5:45,1:55,1:39,1 mile,1/1/2019
125,M9,9,M,Bedford,NH,5:50,05:45.6,5:46,1:56,0:11,1 mile,1/1/2019
126,M13-19,13,M,Derry,NH,5:53,05:45.6,5:46,1:56,1:40,1 mile,1/1/2019
127,M45-49,49,M,Manchester,NH,5:49,05:45.8,5:46,1:56,1:18,1 mile,1/1/2019
128,F40-44,41,F,Dover,NH,5:48,05:46.5,5:47,1:57,Winner,1 mile,1/1/2019
129,F35-39,38,F,Bedford,NH,5:57,05:47.2,5:48,1:58,0:25,1 mile,1/1/2019
130,M30-34,34,M,Reading,MA,6:04,05:47.4,5:48,1:58,1:34,1 mile,1/1/2019
131,M30-34,34,M,Concord,NH,5:52,05:47.8,5:48,1:58,1:34,1 mile,1/1/2019
132,M60-64,60,M,Fremont,NH,6:21,05:48.0,5:48,1:58,0:12,1 mile,1/1/2019
133,M30-34,32,M,Manchester,NH,5:51,05:48.1,5:49,1:59,1:35,1 mile,1/1/2019
134,M12,12,M,Goffstown,NH,5:57,05:48.2,5:49,1:59,0:26,1 mile,1/1/2019
135,F50-54,50,F,East Andover,NH,5:53,05:48.3,5:49,1:59,Winner,1 mile,1/1/2019
136,M13-19,13,M,Westford,MA,5:53,05:48.4,5:49,1:59,1:43,1 mile,1/1/2019
137,M40-44,41,M,Manchester,NH,5:59,05:48.6,5:49,1:59,1:34,1 mile,1/1/2019
138,M12,12,M,Hollis,NH,5:52,05:49.1,5:50,2:00,0:27,1 mile,1/1/2019
139,M11,11,M,Litchfield,NH,5:52,05:49.3,5:50,2:00,0:27,1 mile,1/1/2019
140,M40-44,40,M,Hudson,NH,5:55,05:49.3,5:50,2:00,1:35,1 mile,1/1/2019
141,F35-39,35,F,Manchester,NH,5:54,05:49.5,5:50,2:00,0:27,1 mile,1/1/2019
142,M35-39,36,M,Amherst,NH,5:53,05:49.5,5:50,2:00,1:14,1 mile,1/1/2019
143,M50-54,50,M,Goffstown,NH,5:57,05:50.0,5:50,2:00,1:16,1 mile,1/1/2019
144,M50-54,50,M,Candianh,,6:00,05:50.2,5:51,2:01,1:17,1 mile,1/1/2019
145,M50-54,51,M,Sandown,NH,5:54,05:50.6,5:51,2:01,1:17,1 mile,1/1/2019
146,M50-54,52,M,Milford,NH,5:56,05:51.7,5:52,2:02,1:18,1 mile,1/1/2019
147,M40-44,40,M,Litchfield,NC,5:55,05:51.8,5:52,2:02,1:37,1 mile,1/1/2019
148,M12,12,M,Manchester,NH,6:10,05:52.4,5:53,2:03,0:30,1 mile,1/1/2019
149,F25-29,27,F,Tewksbury,MA,5:56,05:53.1,5:54,2:04,0:50,1 mile,1/1/2019
150,M35-39,37,M,Dover,NH,6:01,05:53.1,5:54,2:04,1:18,1 mile,1/1/2019
151,M13-19,14,M,Candia,NH,6:04,05:53.2,5:54,2:04,1:48,1 mile,1/1/2019
152,M45-49,46,M,Hudson,NH,6:16,05:53.3,5:54,2:04,1:26,1 mile,1/1/2019
153,M55-59,55,M,Medford,MA,6:03,05:53.8,5:54,2:04,0:37,1 mile,1/1/2019
154,M40-44,41,M,Brookline,NH,5:57,05:54.4,5:55,2:05,1:40,1 mile,1/1/2019
155,M50-54,52,M,Nashua,NH,6:02,05:54.5,5:55,2:05,1:21,1 mile,1/1/2019
156,F55-59,59,F,Sutton,MA,5:56,05:54.5,5:55,2:05,Winner,1 mile,1/1/2019
157,M50-54,53,M,Bedford,MA,6:02,05:54.7,5:55,2:05,1:21,1 mile,1/1/2019
158,M40-44,42,M,Nashua,NH,6:00,05:55.2,5:56,2:06,1:41,1 mile,1/1/2019
159,M40-44,41,M,Hinsdale,NH,5:58,05:55.6,5:56,2:06,1:41,1 mile,1/1/2019
160,M40-44,41,M,Weare,NH,5:59,05:55.9,5:56,2:06,1:41,1 mile,1/1/2019
161,M60-64,62,M,Hampton,NH,6:06,05:55.9,5:56,2:06,0:20,1 mile,1/1/2019
162,M45-49,47,M,Mont Vernon,NH,6:04,05:56.0,5:56,2:06,1:28,1 mile,1/1/2019
163,M45-49,49,M,Auburn,NH,5:58,05:56.2,5:57,2:07,1:29,1 mile,1/1/2019
164,M10,10,M,Londonderry,NH,6:00,05:56.3,5:57,2:07,Winner,1 mile,1/1/2019
165,M50-54,53,M,Concord,NH,5:58,05:56.3,5:57,2:07,1:23,1 mile,1/1/2019
166,F35-39,36,F,Dracut,MA,5:59,05:56.8,5:57,2:07,0:34,1 mile,1/1/2019
167,M50-54,54,M,Hudson,NH,5:59,05:56.9,5:57,2:07,1:23,1 mile,1/1/2019
168,M60-64,60,M,Derry,NH,6:01,05:57.5,5:58,2:08,0:22,1 mile,1/1/2019
169,M13-19,15,M,Hooksett,NH,6:03,05:57.9,5:58,2:08,1:52,1 mile,1/1/2019
170,F40-44,43,F,Westford,MA,6:04,05:58.8,5:59,2:09,0:12,1 mile,1/1/2019
171,M35-39,36,M,Manchester,NH,6:21,05:59.2,6:00,2:10,1:24,1 mile,1/1/2019
172,F13-19,13,F,Londonderry,NH,6:06,05:59.2,6:00,2:10,0:56,1 mile,1/1/2019
173,M45-49,46,M,Nashua,NH,6:06,05:59.6,6:00,2:10,1:32,1 mile,1/1/2019
174,M35-39,35,M,Nashua,NH,6:07,05:59.6,6:00,2:10,1:24,1 mile,1/1/2019
175,F50-54,50,F,Merrimack,NH,6:03,05:59.9,6:00,2:10,0:11,1 mile,1/1/2019
176,M50-54,52,M,Londonderry,NH,6:06,06:00.7,6:01,2:11,1:27,1 mile,1/1/2019
177,M13-19,19,M,Tewksbury,MA,6:18,06:00.8,6:01,2:11,1:55,1 mile,1/1/2019
178,F12,12,F,Tyngsboro,MA,6:04,06:00.9,6:01,2:11,Winner,1 mile,1/1/2019
179,M13-19,16,M,Goffstown,NH,6:08,06:01.1,6:02,2:12,1:56,1 mile,1/1/2019
180,M13-19,13,M,Manchester,NH,6:06,06:02.2,6:03,2:13,1:57,1 mile,1/1/2019
181,M50-54,52,M,Laconia,NH,6:09,06:02.5,6:03,2:13,1:29,1 mile,1/1/2019
182,F13-19,15,F,Merrimack,NH,6:08,06:03.3,6:04,2:14,1:00,1 mile,1/1/2019
183,M11,11,M,Westford,MA,6:08,06:03.5,6:04,2:14,0:41,1 mile,1/1/2019
184,M13-19,13,M,Epsom,NH,6:11,06:04.0,6:04,2:14,1:58,1 mile,1/1/2019
185,M35-39,35,M,Sandown,NH,6:08,06:04.5,6:05,2:15,1:29,1 mile,1/1/2019
186,F13-19,18,F,Bedford,NH,6:23,06:04.9,6:05,2:15,1:01,1 mile,1/1/2019
187,M60-64,60,M,Wolfeboro,NH,6:13,06:05.5,6:06,2:16,0:30,1 mile,1/1/2019
188,F30-34,34,F,Belmont,MA,6:20,06:05.8,6:06,2:16,0:53,1 mile,1/1/2019
189,M10,10,M,Manchester,NH,6:30,06:06.5,6:07,2:17,0:10,1 mile,1/1/2019
190,F35-39,37,F,Londonderry,NH,6:09,06:07.2,6:08,2:18,0:45,1 mile,1/1/2019
191,M25-29,26,M,Laconia,NH,6:16,06:07.4,6:08,2:18,1:47,1 mile,1/1/2019
192,F25-29,28,F,Concord,NH,6:30,06:07.4,6:08,2:18,1:04,1 mile,1/1/2019
193,M65-69,66,M,Concord,NH,6:12,06:07.8,6:08,2:18,0:29,1 mile,1/1/2019
194,F13-19,15,F,Weare,NH,6:17,06:07.9,6:08,2:18,1:04,1 mile,1/1/2019
195,F50-54,50,F,Manchester,NH,6:12,06:08.4,6:09,2:19,0:20,1 mile,1/1/2019
196,M55-59,56,M,Auburn,NH,6:14,06:08.5,6:09,2:19,0:52,1 mile,1/1/2019
197,M70-UP,70,M,Woodbury,CT,6:21,06:08.5,6:09,2:19,Winner,1 mile,1/1/2019
198,M35-39,35,M,Manchester,NH,6:12,06:09.5,6:10,2:20,1:34,1 mile,1/1/2019
199,M12,12,M,Bedford,NH,6:18,06:09.6,6:10,2:20,0:47,1 mile,1/1/2019
200,F12,12,F,Londonderry,NH,6:17,06:09.8,6:10,2:20,0:09,1 mile,1/1/2019
201,M45-49,47,M,Londonderry,NH,6:10,06:09.8,6:10,2:20,1:42,1 mile,1/1/2019
202,F30-34,33,F,Amherst,NH,6:20,06:09.9,6:10,2:20,0:57,1 mile,1/1/2019
203,F40-44,40,F,Bow,NH,6:16,06:10.3,6:11,2:21,0:24,1 mile,1/1/2019
204,M35-39,37,M,Goffstown,NH,6:19,06:10.4,6:11,2:21,1:35,1 mile,1/1/2019
205,F11,11,F,Londonderry,NH,6:18,06:11.1,6:12,2:22,0:50,1 mile,1/1/2019
206,F12,12,F,Hudson,NH,6:18,06:11.3,6:12,2:22,0:11,1 mile,1/1/2019
207,M55-59,58,M,Goffstown,NH,6:22,06:12.3,6:13,2:23,0:56,1 mile,1/1/2019
208,M30-34,32,M,Manchester,NH,7:05,06:13.1,6:14,2:24,2:00,1 mile,1/1/2019
209,F50-54,50,F,Bow,NH,6:18,06:13.6,6:14,2:24,0:25,1 mile,1/1/2019
210,M55-59,55,M,Merrimack,NH,6:16,06:13.7,6:14,2:24,0:57,1 mile,1/1/2019
211,M40-44,42,M,Goffstown,NH,6:22,06:13.7,6:14,2:24,1:59,1 mile,1/1/2019
212,M50-54,51,M,Dunbarton,NH,6:21,06:14.0,6:14,2:24,1:40,1 mile,1/1/2019
213,M40-44,42,M,Hampstead,NH,6:22,06:14.4,6:15,2:25,2:00,1 mile,1/1/2019
214,M60-64,62,M,Litchfield,NH,6:17,06:14.5,6:15,2:25,0:39,1 mile,1/1/2019
215,M13-19,16,M,Bedford,NH,6:32,06:14.5,6:15,2:25,2:09,1 mile,1/1/2019
216,M40-44,44,M,Nashua,NH,6:37,06:15.0,6:15,2:25,2:00,1 mile,1/1/2019
217,M11,11,M,Litchfield,NH,6:19,06:15.4,6:16,2:26,0:53,1 mile,1/1/2019
218,M30-34,33,M,Franklin,NH,6:28,06:15.8,6:16,2:26,2:02,1 mile,1/1/2019
219,M35-39,39,M,Bedford,NH,6:29,06:16.1,6:17,2:27,1:41,1 mile,1/1/2019
220,M25-29,28,M,Manchester,NH,6:30,06:16.4,6:17,2:27,1:56,1 mile,1/1/2019
221,F50-54,50,F,Bedford,NH,6:27,06:18.3,6:19,2:29,0:30,1 mile,1/1/2019
222,M40-44,44,M,Hollis,NH,6:23,06:18.4,6:19,2:29,2:04,1 mile,1/1/2019
223,M25-29,26,M,Lowell,MA,6:28,06:18.8,6:19,2:29,1:58,1 mile,1/1/2019
224,M12,12,M,Henniker,NH,6:27,06:19.0,6:19,2:29,0:56,1 mile,1/1/2019
225,M50-54,54,M,Henniker,NH,6:27,06:19.9,6:20,2:30,1:46,1 mile,1/1/2019
226,M50-54,50,M,Manchester,NH,6:26,06:20.4,6:21,2:31,1:47,1 mile,1/1/2019
227,F40-44,44,F,Concord,NH,6:27,06:20.8,6:21,2:31,0:34,1 mile,1/1/2019
228,F13-19,14,F,Londonderry,NH,6:28,06:21.1,6:22,2:32,1:18,1 mile,1/1/2019
229,M13-19,13,M,Derry,NH,6:25,06:21.3,6:22,2:32,2:16,1 mile,1/1/2019
230,F35-39,37,F,Belmont,NH,6:28,06:21.6,6:22,2:32,0:59,1 mile,1/1/2019
231,F13-19,13,F,Bedford,NH,6:38,06:22.8,6:23,2:33,1:19,1 mile,1/1/2019
232,M55-59,55,M,Londonderry,NH,6:29,06:23.0,6:23,2:33,1:06,1 mile,1/1/2019
233,M13-19,16,M,Hopkinton,NH,6:45,06:23.1,6:24,2:34,2:18,1 mile,1/1/2019
234,M45-49,47,M,Townsend,MA,6:39,06:23.6,6:24,2:34,1:56,1 mile,1/1/2019
235,F25-29,25,F,Concord,NH,6:46,06:23.7,6:24,2:34,1:20,1 mile,1/1/2019
236,M30-34,30,M,Fremont,NH,6:38,06:23.7,6:24,2:34,2:10,1 mile,1/1/2019
237,M13-19,18,M,Methuen,MA,6:47,06:23.7,6:24,2:34,2:18,1 mile,1/1/2019
238,M13-19,19,M,Merrimack,NH,6:45,06:23.8,6:24,2:34,2:18,1 mile,1/1/2019
239,M35-39,37,M,Nashua,NH,6:32,06:24.1,6:25,2:35,1:49,1 mile,1/1/2019
240,F13-19,15,F,Londonderry,NH,6:59,06:24.3,6:25,2:35,1:21,1 mile,1/1/2019
241,M30-34,34,M,Manchester,NH,6:33,06:24.4,6:25,2:35,2:11,1 mile,1/1/2019
242,F50-54,52,F,Concord,NH,6:30,06:24.8,6:25,2:35,0:36,1 mile,1/1/2019
243,M13-19,13,M,Weare,NH,6:30,06:25.1,6:26,2:36,2:20,1 mile,1/1/2019
244,M40-44,43,M,Manchester,NH,6:42,06:25.1,6:26,2:36,2:11,1 mile,1/1/2019
245,M13-19,13,M,Chester,NH,6:31,06:25.2,6:26,2:36,2:20,1 mile,1/1/2019
246,M30-34,34,M,Merrimack,NH,6:36,06:25.2,6:26,2:36,2:12,1 mile,1/1/2019
247,M40-44,43,M,Londonderry,NH,6:30,06:25.2,6:26,2:36,2:11,1 mile,1/1/2019
248,F11,11,F,Nashua,NH,6:31,06:25.4,6:26,2:36,1:04,1 mile,1/1/2019
249,F35-39,37,F,Concord,NH,6:38,06:26.1,6:27,2:37,1:04,1 mile,1/1/2019
250,M12,12,M,Londonderry,NH,6:33,06:26.2,6:27,2:37,1:04,1 mile,1/1/2019
251,M10,10,M,Hollis,NH,6:31,06:26.7,6:27,2:37,0:30,1 mile,1/1/2019
252,F25-29,28,F,Hudson,NH,6:36,06:27.3,6:28,2:38,1:24,1 mile,1/1/2019
253,M13-19,16,M,Exeter,NH,6:44,06:28.5,6:29,2:39,2:23,1 mile,1/1/2019
254,M20-24,22,M,Londonderry,NH,6:45,06:28.5,6:29,2:39,2:15,1 mile,1/1/2019
255,M12,12,M,Nashua,NH,6:34,06:29.4,6:30,2:40,1:07,1 mile,1/1/2019
256,M50-54,50,M,Goffstown,NH,6:42,06:30.9,6:31,2:41,1:57,1 mile,1/1/2019
